title,media_score,cast,short_review
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",[H]umanity is what Thor has in spades.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","The self-serious aspects established here are turned on their head down the line, but in establishing the lovable, naive Asgardian power-hitter, it makes an effective debut."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","Thor's not entirely worthless, though. There are a few good things about it. For example, it's so loud that if you happen to be preoccupied by something bad in your life, you can't think about it while you're in the theater."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","If Thor isn't necessarily a home run, it's an extremely solid base hit, effectively extending the goal posts of what to expect in this universe without ever shattering our suspension of disbelief"
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","It's almost infuriating when 'Team Thor vs. Team Loki"" has little of the fervor that made ""Team Edward vs. Team Jacob"" a phenomenon."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",This is wink-and-nod fantasy with no overtures to anything more significant.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","First is worst in Thor appearances, but since he gets better every time this one's valuable as a part of the whole. Also, just say NO to Dutch Angles & bleached facial hair."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","A candy-colored delight, filled with more jokes than any other single MCU entry."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",Thor: Ragnarok is the most fun I've ever had at a superhero movie.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","From the vibrant colors of Sakaar to the rocking 80's synth score, Ragnarok stands a foot above most of the Marvel universe."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",The funniest Marvel movie so far...
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",It certainly has a vibrant taste; too bad it dissipates quickly.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",The result is a film that delivers amazing visuals and great laughs but feels slight and forgettable as soon as it's finished.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",I was thoroughly entertained throughout
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","All the drama, romance, and mythological storytelling has been dropped for one major component: humor."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",Marvel's comedic approach to Thor delivers on all accounts.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",Thank goodness for the idiosyncratic visions of director Taika Waititi who does a complete 180 on the first two films by making Thor: Ragnarok into a superhero comedy.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Witty, action-heavy, and beautiful to look at, Thor: Ragnarok is another clear winner for the Marvel Cinematic Universe."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",The first time that Hemsworth has really lived into the fullness of Thor's potential.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",Finally a live adaptation of Thor that's actually worth your time!
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","irected by New Zealand's Taika Waititi, it's the daftest movie from the comic book studio to date, shot through with the anarchically quirky humour in Waititi's films like What We Do in the Shadows, Hunt for the Wilderpeople and Boy."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",It's when the second half of Ragnarok falls into the motions that it begins to lose its shine.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Instead of playing Thor as a Shakespearean persona, Waititi allows Hemsworth to use his natural wit and comedic timing to really bring the character to life."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",Thor: Ragnarok is a prime example of how a complete tonal shift can rejuvenate a film series.
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Thor is a character that keeps us guessing, and honestly, I can't wait to see what he does next."
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Waititi puts you right in the middle of a crazy, fantasy world to take an acid trip of pure fun, action, while accompanied by kick-ass characters. [Full review in Spanish]"
Thor: Ragnarok,93%,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",That skyward in-the-moment shot is the only one that really involved me in the film as an experience and not just a sequence of moving images.
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Hemsworth and Hiddleston are enough to give this movie an A, but graphics are stellar and the humor is great. Whatever failures they had (...) are band-aided by that."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Somehow, the film is able to keep itself afloat and prevent it all from becoming a total train wreck."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Thor: The Dark World isn't a bad film, but it's decidedly average, which in a ""cinematic universe"" full of really enjoyable films makes it stand out as bad..."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",Once the movie gets the exposition out of the way and gets into the gags and the action it hammers home the good stuff.
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",The effects-laden imagery provides genuine awe as the filmmakers parade an impressive variety of otherworldly sights through action sequences with thundering fervor.
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",It's also a film more grounded in emotion even amidst a serious amping up of the action that one might expect and hope for from a superhero film.
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","A goofy, clunky film more interested in fitting with the rest of the Marvel Universe than in telling its own fully developed story."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","To give Marvel credit, even though the formula is basic, they remain incredibly consistent."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","A far more entertaining and superior film to the first Thor. It keeps my interest throughout, has great humour, great characters, great set-pieces, some stunning visuals - what more could you ask for?"
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Thor: The Dark World, allows for a certain broadening of horizons, bringing in magic and mythology, whilel keeping a distinct sci-fi edge."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",The biggest problem with the movie is that it's boring.
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",It looked cheap.
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","...when it's all said and done, Thor: The Dark World deserves its reputation as the worst MCU movie."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Its various subplots are connected not by theme or by character, but by coincidence. It has the appearance of well-structured drama, but it leaves too many elements hanging in mid-air to form a coherent whole."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Regardless of the numerous plot twists, there are brilliant jokes and great fights, Thor: The Dark World is a fitting sequel for post-Avengers action."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Overall, the script may be sloppy and the tone may fluctuate but darn if Thor: The Dark World ain't the fantasy/sci-fi, slapstick, action-packed, bizarre romp you never knew you kinda wanted."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",All the audience needs is Thor and Loki together onscreen to make the trip an absolute joy and more than worth it.
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","There's a real absence of mystique and depth as hit-and-miss jokes/sidekicks dominate, leaving the viewer pining for the subtler notes from its predecessor - or even from Iron Man 3."
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",Thor: the Dark World is probably the worst Marvel movie
Thor: The Dark World,66%,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",Thor: The Dark World certainly has its moments but it is far from perfect.
